,label,frame_0,frame_1,frame_2,frame_3,frame_4,frame_5,frame_6,frame_7,frame_8,frame_9,frame_10,frame_11,frame_12,frame_13,frame_14,frame_15,frame_16,frame_17,frame_18,frame_19,frame_20,frame_21,frame_22,frame_23,frame_24
185,up,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-121.8116455078125,-55.97023010253906,-54.051109313964844,-90.47061157226562,-120.73966979980469,-136.73040771484375,-115.10430145263672,-116.83877563476562,-135.56016540527344,-151.36898803710938,-174.19419860839844
186,go,-79.0169906616211,-80.715576171875,-78.68716430664062,-72.53498077392578,-64.8488540649414,-63.93040466308594,-66.39936065673828,-65.42704772949219,-61.80464553833008,-68.61234283447266,-72.94084930419922,-73.00121307373047,-71.99002838134766,-74.63009643554688,-75.17431640625,-75.04109191894531,-74.03787994384766,-71.83338165283203,-72.27307891845703,-75.09700775146484,-75.12841033935547,-71.98420715332031,-73.92475128173828,-78.26483154296875,-76.31446838378906
187,silence,-141.44744873046875,-140.32711791992188,-142.8839111328125,-140.51788330078125,-140.40872192382812,-143.1454620361328,-142.64720153808594,-141.01861572265625,-140.41958618164062,-143.4241943359375,-142.39785766601562,-141.09051513671875,-140.30831909179688,-140.5441436767578,-141.22714233398438,-140.16427612304688,-140.64480590820312,-140.1669158935547,-139.8647918701172,-139.49551391601562,-140.05044555664062,-138.5530548095703,-139.4040069580078,-140.7111358642578,-139.02947998046875
188,down,-113.47119903564453,-117.22863006591797,-104.35395812988281,-92.60498809814453,-89.19263458251953,-43.842872619628906,-38.802894592285156,-56.07816696166992,-64.49197387695312,-80.51988983154297,-84.3585205078125,-87.17576599121094,-88.38589477539062,-88.12420654296875,-87.86189270019531,-90.0484619140625,-95.25885009765625,-87.37431335449219,-91.78235626220703,-95.69424438476562,-97.16083526611328,-97.25809478759766,-100.6201171875,-100.6667251586914,-91.13558959960938
189,stop,-90.18610382080078,-62.69199752807617,-90.8659439086914,-112.68668365478516,-37.702545166015625,-40.04741668701172,-78.82658386230469,-97.0833969116211,-110.56314849853516,-119.49832916259766,-49.923221588134766,-59.854007720947266,-102.1325912475586,-121.18163299560547,-133.62399291992188,-138.61827087402344,-141.07455444335938,-142.5945587158203,-146.9322052001953,-147.63156127929688,-154.63311767578125,-154.3434600830078,-155.16221618652344,-157.15142822265625,-158.90692138671875
190,stop,-144.68423461914062,-103.17518615722656,-91.21070861816406,-86.74170684814453,-81.99275207519531,-82.55626678466797,-93.10002899169922,-138.23033142089844,-99.71737670898438,-85.90083312988281,-85.517333984375,-90.04814147949219,-115.3976821899414,-131.71054077148438,-165.34437561035156,-183.93142700195312,-138.3951873779297,-135.8819122314453,-141.1811981201172,-146.26504516601562,-148.8497314453125,-144.2108154296875,-147.35354614257812,-147.98049926757812,-145.59429931640625
191,down,-117.78926086425781,-110.95314025878906,-115.05506134033203,-113.82747650146484,-98.01841735839844,-110.00137329101562,-27.515695571899414,-15.925408363342285,-22.730878829956055,-22.691267013549805,-21.57975196838379,-32.28315353393555,-34.0895881652832,-47.947669982910156,-57.54185485839844,-72.3294677734375,-82.76290893554688,-80.5527114868164,-93.23078155517578,-103.82978057861328,-107.90409851074219,-107.06442260742188,-109.24006652832031,-108.76251220703125,-109.93144226074219
192,right,-107.44465637207031,-106.16407775878906,-107.64042663574219,-108.34469604492188,-107.23807525634766,-108.0771255493164,-107.26900482177734,-106.66386413574219,-106.62654876708984,-106.20932006835938,-107.94860076904297,-99.32865142822266,-85.986328125,-68.54334259033203,-59.260684967041016,-56.9085807800293,-53.03105545043945,-65.22248077392578,-92.20307922363281,-104.41705322265625,-107.58367156982422,-108.75271606445312,-107.73432922363281,-107.94341278076172,-108.52552032470703
193,yes,-111.4967269897461,-87.1909408569336,-73.8076171875,-73.89669799804688,-52.46342468261719,-54.584068298339844,-40.6080322265625,-38.35136413574219,-36.544517517089844,-49.115421295166016,-51.56047821044922,-54.32373046875,-49.10847091674805,-83.83893585205078,-114.87602233886719,-127.30548858642578,-129.70237731933594,-130.26708984375,-128.74429321289062,-130.4236297607422,-133.49868774414062,-135.76048278808594,-137.88465881347656,-144.85226440429688,-146.16299438476562
194,no,-126.20777130126953,-129.31103515625,-128.6741485595703,-118.18826293945312,-102.4378662109375,-60.689762115478516,-42.93284225463867,-40.4083251953125,-34.46916198730469,-37.62348937988281,-38.84719467163086,-66.24630737304688,-84.65159606933594,-100.39208221435547,-109.83370208740234,-120.53358459472656,-125.30854797363281,-117.28125,-110.7115707397461,-113.12522888183594,-107.32308959960938,-105.3045883178711,-106.95122528076172,-109.51294708251953,-111.62816619873047
195,yes,-146.442626953125,-145.57875061035156,-147.1921844482422,-145.3367462158203,-146.0359649658203,-146.06446838378906,-142.37545776367188,-86.34423065185547,-48.89630126953125,-36.471038818359375,-42.42090606689453,-64.31214904785156,-47.6904411315918,-62.36204147338867,-67.02934265136719,-68.24321746826172,-71.86674499511719,-111.97332763671875,-126.2860107421875,-131.68399047851562,-130.0392303466797,-133.20266723632812,-135.252197265625,-128.72320556640625,-133.42445373535156
196,stop,-137.2301025390625,-139.4788360595703,-135.9174346923828,-138.84207153320312,-136.93338012695312,-95.48737335205078,-70.32991790771484,-65.8465347290039,-91.08857727050781,-93.25065612792969,-66.76045989990234,-72.19979095458984,-89.98426055908203,-101.01990509033203,-109.07843780517578,-122.78790283203125,-127.026123046875,-129.56417846679688,-121.41557312011719,-132.8003387451172,-133.4134063720703,-137.59844970703125,-138.7559814453125,-136.8192138671875,-138.00173950195312
197,yes,-71.56242370605469,-72.72235870361328,-63.44422149658203,-71.69791412353516,-73.58179473876953,-75.61483001708984,-78.00975036621094,-65.38824462890625,-71.90809631347656,-61.477516174316406,-54.81181335449219,-48.56193542480469,-53.003700256347656,-62.66714096069336,-69.78564453125,-57.0102653503418,-53.37491989135742,-50.9818229675293,-50.56453323364258,-49.45523452758789,-50.3045654296875,-51.79082107543945,-55.644378662109375,-58.641700744628906,-69.55083465576172
198,silence,-142.82275390625,-142.080322265625,-144.18405151367188,-143.1560516357422,-143.67637634277344,-142.4989471435547,-143.5662841796875,-142.14004516601562,-140.5420684814453,-145.0851287841797,-144.4923858642578,-144.4192352294922,-143.63174438476562,-143.15692138671875,-142.2139892578125,-143.3685760498047,-144.3440399169922,-143.23374938964844,-142.5204620361328,-144.7021942138672,-144.53375244140625,-143.5131378173828,-144.16127014160156,-144.2017364501953,-145.31317138671875
199,no,-152.57757568359375,-152.54847717285156,-152.24623107910156,-153.929443359375,-152.3469696044922,-128.5750732421875,-111.57127380371094,-76.92252349853516,-82.86846160888672,-91.77570343017578,-97.44913482666016,-113.59490966796875,-121.65455627441406,-129.4441680908203,-133.2730712890625,-159.73480224609375,-157.2328338623047,-153.3700408935547,-151.5526885986328,-152.4737091064453,-151.1280059814453,-151.1693878173828,-150.66896057128906,-150.98109436035156,-149.8848114013672
200,right,-95.71383666992188,-95.28980255126953,-96.45124816894531,-93.57479095458984,-95.85773468017578,-94.5260238647461,-90.49833679199219,-93.65444946289062,-81.49037170410156,-83.2432632446289,-78.71498107910156,-76.56995391845703,-72.26277160644531,-74.59739685058594,-75.58526611328125,-78.69532012939453,-95.2507553100586,-90.48204803466797,-95.41038513183594,-88.8389892578125,-92.06755065917969,-94.8941879272461,-95.00626373291016,-94.61248779296875,-78.4634780883789
201,silence,-145.0616455078125,-143.93446350097656,-145.0546875,-145.50213623046875,-146.66049194335938,-144.3178253173828,-143.740478515625,-145.5634307861328,-145.31092834472656,-145.9779815673828,-142.65280151367188,-144.32020568847656,-144.4427032470703,-144.83816528320312,-145.33558654785156,-145.40509033203125,-144.481689453125,-145.87388610839844,-143.27139282226562,-147.49142456054688,-146.0850067138672,-145.28628540039062,-145.52976989746094,-144.63912963867188,-145.376708984375
202,up,-101.28005981445312,-100.01171112060547,-97.79006958007812,-93.97114562988281,-92.80831146240234,-99.4021224975586,-91.01873016357422,-98.68033599853516,-106.63768005371094,-107.30022430419922,-102.62081146240234,-102.87704467773438,-91.79064178466797,-76.15218353271484,-64.65264129638672,-67.66112518310547,-66.20987701416016,-94.8781967163086,-107.16120147705078,-108.00731658935547,-105.94866943359375,-89.99610900878906,-101.7331314086914,-107.30052947998047,-106.04071807861328
203,left,-124.24728393554688,-124.1010971069336,-124.03022766113281,-126.15193176269531,-123.48583221435547,-119.24869537353516,-120.33454895019531,-113.52360534667969,-90.219970703125,-73.96851348876953,-69.22954559326172,-66.84663391113281,-75.72102355957031,-90.56420135498047,-90.2649154663086,-96.92391967773438,-92.76118469238281,-107.6053237915039,-116.48388671875,-78.4535140991211,-90.24591827392578,-100.42291259765625,-108.48684692382812,-116.45233154296875,-119.62659454345703
204,right,-89.6776123046875,-92.65863800048828,-94.41211700439453,-97.13862609863281,-96.19478607177734,-99.3092041015625,-96.7856674194336,-95.13172912597656,-95.42976379394531,-81.4639892578125,-73.96573638916016,-63.78215026855469,-50.17824935913086,-47.072669982910156,-51.612823486328125,-60.196006774902344,-61.37010192871094,-57.96609115600586,-79.37200927734375,-95.42915344238281,-96.69770050048828,-96.12158966064453,-95.08354949951172,-91.65562438964844,-94.10478973388672
205,yes,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875,-209.97640991210938,-200.5973663330078,-153.6298065185547,-130.32952880859375,-119.31434631347656,-104.52029418945312,-94.54025268554688,-96.59366607666016,-107.20648193359375,-74.77725982666016,-64.80033874511719,-67.97357940673828,-82.54618835449219,-98.60875701904297,-120.91133880615234,-136.225830078125,-147.1413116455078,-152.12844848632812,-151.27310180664062,-174.13601684570312
206,yes,-163.2271270751953,-163.91470336914062,-163.84690856933594,-159.75694274902344,-149.14828491210938,-97.79332733154297,-66.6240234375,-61.459861755371094,-59.43067932128906,-76.62767791748047,-76.31050109863281,-64.96678924560547,-71.70677947998047,-82.9712905883789,-98.04273986816406,-104.72296905517578,-121.81426239013672,-138.77928161621094,-143.9850311279297,-147.7319793701172,-150.66635131835938,-150.96600341796875,-153.7216033935547,-152.5404052734375,-153.30255126953125
207,silence,-144.2373046875,-143.38909912109375,-142.80931091308594,-142.60806274414062,-142.18434143066406,-143.8678741455078,-142.71080017089844,-141.7432098388672,-140.98814392089844,-142.58912658691406,-142.34201049804688,-140.432861328125,-144.03170776367188,-140.68186950683594,-143.07672119140625,-142.22906494140625,-143.4534454345703,-144.732177734375,-141.923095703125,-141.82797241210938,-144.14981079101562,-142.73121643066406,-143.3856964111328,-142.84397888183594,-141.30166625976562
208,stop,-117.37123107910156,-112.8473129272461,-91.80927276611328,-65.66072082519531,-50.152076721191406,-72.44503021240234,-96.2729721069336,-40.45079803466797,-44.1314811706543,-46.4495964050293,-80.91170501708984,-105.27645874023438,-110.6537094116211,-113.42933654785156,-113.84221649169922,-113.57344055175781,-115.96652221679688,-112.49547576904297,-116.93821716308594,-113.76374816894531,-113.0406723022461,-111.63057708740234,-111.24349975585938,-112.94202423095703,-114.16671752929688
209,stop,-144.81597900390625,-145.41500854492188,-109.95885467529297,-74.1932373046875,-65.55303955078125,-61.19010543823242,-60.41950225830078,-66.87456512451172,-107.14911651611328,-81.27022552490234,-71.405029296875,-78.03595733642578,-79.58354949951172,-81.02970123291016,-94.68397521972656,-127.07250213623047,-133.0349578857422,-98.80841827392578,-115.40463256835938,-128.356689453125,-139.94091796875,-142.01776123046875,-141.70448303222656,-142.2075653076172,-141.0989227294922
210,silence,-144.9790802001953,-143.4660186767578,-144.66213989257812,-144.66973876953125,-146.52072143554688,-143.63134765625,-144.08921813964844,-140.48593139648438,-137.93881225585938,-139.93138122558594,-140.97622680664062,-143.17872619628906,-142.17626953125,-145.06851196289062,-144.9446563720703,-141.03536987304688,-137.8458709716797,-137.3306121826172,-140.77500915527344,-141.6450653076172,-140.29534912109375,-140.34730529785156,-136.08338928222656,-137.76429748535156,-140.80311584472656
211,up,-86.80656433105469,-83.526611328125,-86.00013732910156,-80.75346374511719,-84.07621002197266,-85.4985122680664,-86.95359802246094,-85.41097259521484,-85.28736114501953,-50.320438385009766,-39.12440872192383,-42.05242156982422,-64.44441986083984,-75.68084716796875,-82.08389282226562,-77.00533294677734,-82.01915740966797,-83.72997283935547,-85.91638946533203,-85.31415557861328,-102.70471954345703,-276.31024169921875,-276.31024169921875,-276.31024169921875,-276.31024169921875
212,right,-108.10528564453125,-109.84331512451172,-107.33648681640625,-107.35810852050781,-109.61614227294922,-85.09745025634766,-70.1355972290039,-35.47595977783203,-19.657169342041016,-10.994514465332031,-16.227867126464844,-29.6170597076416,-40.653343200683594,-43.977725982666016,-58.078819274902344,-77.90410614013672,-89.21630096435547,-45.40599822998047,-71.10908508300781,-96.4409408569336,-109.54065704345703,-107.72801971435547,-106.03507995605469,-108.6102294921875,-106.86980438232422
213,yes,-184.17234802246094,-276.31024169921875,-276.31024169921875,-133.8782501220703,-104.44122314453125,-91.4310302734375,-62.533592224121094,-57.249977111816406,-58.3249626159668,-68.34712982177734,-37.31861114501953,-33.31444549560547,-41.5269660949707,-53.79151916503906,-77.98994445800781,-106.83321380615234,-123.13493347167969,-136.1783905029297,-140.79559326171875,-143.037353515625,-144.14059448242188,-151.2673797607422,-160.98410034179688,-161.47186279296875,-171.69418334960938
214,left,-81.35758972167969,-81.6687240600586,-83.09934997558594,-78.84782409667969,-82.0223159790039,-82.12522888183594,-83.777587890625,-82.80972290039062,-83.41905212402344,-84.74099731445312,-77.06876373291016,-68.69398498535156,-25.19247055053711,-29.893213272094727,-50.786983489990234,-71.88700103759766,-76.5302734375,-81.27434539794922,-81.39554595947266,-73.53730773925781,-67.98443603515625,-81.56529998779297,-56.69773864746094,-56.799644470214844,-76.09363555908203
215,right,-103.54920196533203,-106.35453033447266,-107.64031219482422,-105.02501678466797,-68.1961669921875,-105.63054656982422,-85.75179290771484,-101.72871398925781,-102.0470962524414,-99.78936004638672,-98.93248748779297,-101.00093841552734,-95.29560089111328,-80.48601531982422,-70.12384033203125,-66.07796478271484,-69.47964477539062,-75.6003646850586,-89.18427276611328,-103.47844696044922,-61.954105377197266,-68.3833999633789,-81.49003601074219,-102.52059936523438,-105.75216674804688
216,silence,-141.27731323242188,-143.1939239501953,-145.70724487304688,-142.75318908691406,-146.12832641601562,-142.1361846923828,-142.9141845703125,-145.1359100341797,-139.7000274658203,-141.046630859375,-141.25747680664062,-113.12203216552734,-127.60324096679688,-132.9559783935547,-137.33944702148438,-140.3796844482422,-141.47665405273438,-140.87135314941406,-143.24534606933594,-141.8119659423828,-134.15969848632812,-139.31594848632812,-143.18975830078125,-143.3469696044922,-141.2882537841797
217,no,-117.55473327636719,-104.14412689208984,-69.2060546875,-67.41381072998047,-73.0219497680664,-72.98234558105469,-72.78302001953125,-79.45326232910156,-79.77320861816406,-85.90898132324219,-96.43009948730469,-102.9842758178711,-108.6358413696289,-106.20271301269531,-107.40277099609375,-120.7214126586914,-121.42399597167969,-121.79625701904297,-122.96138763427734,-122.68905639648438,-126.14424896240234,-126.30299377441406,-122.12845611572266,-120.5941390991211,-124.426513671875
218,silence,-143.50411987304688,-142.86570739746094,-143.0983123779297,-143.10574340820312,-144.3587646484375,-142.16685485839844,-140.8914337158203,-144.1822967529297,-142.70689392089844,-144.18280029296875,-140.99827575683594,-143.28753662109375,-141.25880432128906,-141.7016143798828,-141.3056640625,-140.97215270996094,-140.15476989746094,-141.6650848388672,-141.64231872558594,-140.80296325683594,-141.42214965820312,-141.7346954345703,-142.29925537109375,-141.78602600097656,-143.4056854248047
219,down,-95.33060455322266,-96.34199523925781,-96.62186431884766,-96.0810546875,-95.29361724853516,-95.5572738647461,-95.71588134765625,-71.39900207519531,-96.83087158203125,-93.9846420288086,-92.05908203125,-40.26691436767578,-36.394073486328125,-36.027645111083984,-37.42702865600586,-48.98484802246094,-55.02687454223633,-65.68058013916016,-72.15911865234375,-75.5600814819336,-77.91502380371094,-74.44697570800781,-82.51020812988281,-85.4050521850586,-91.75629425048828
220,silence,-142.7901153564453,-143.17283630371094,-142.54669189453125,-142.69775390625,-145.04898071289062,-142.54885864257812,-144.9761962890625,-142.8428192138672,-143.72979736328125,-144.0114288330078,-145.37185668945312,-140.50624084472656,-142.62741088867188,-143.16290283203125,-144.4520263671875,-143.4620361328125,-141.95281982421875,-144.58389282226562,-141.7126922607422,-144.31300354003906,-142.6656494140625,-141.95272827148438,-143.82115173339844,-144.19595336914062,-143.1090850830078
221,silence,-139.04042053222656,-140.36102294921875,-140.8492889404297,-141.5735626220703,-139.16371154785156,-140.9813232421875,-140.50120544433594,-139.8922119140625,-138.86492919921875,-133.39663696289062,-135.19134521484375,-136.66249084472656,-139.86671447753906,-138.6746826171875,-138.93482971191406,-139.1784210205078,-139.2707977294922,-139.1792755126953,-141.16732788085938,-137.9669189453125,-140.02951049804688,-138.76426696777344,-139.7859344482422,-138.32565307617188,-134.80174255371094
222,up,-117.77408599853516,-117.2335205078125,-117.06314849853516,-115.44644165039062,-113.41588592529297,-109.73112487792969,-112.37098693847656,-113.9812240600586,-112.23523712158203,-116.2225341796875,-117.74053192138672,-63.74354553222656,-85.06852722167969,-113.32669830322266,-103.2037582397461,-61.1125373840332,-56.497711181640625,-102.8405990600586,-114.07035827636719,-117.69574737548828,-119.67242431640625,-117.53414916992188,-116.38314056396484,-113.1945571899414,-116.26951599121094
223,no,-154.85235595703125,-156.6294403076172,-151.95628356933594,-152.20327758789062,-150.4901123046875,-84.50558471679688,-111.26163482666016,-107.64371490478516,-74.47273254394531,-54.7656135559082,-57.842960357666016,-62.72703170776367,-77.70598602294922,-82.04409790039062,-96.20189666748047,-113.82779693603516,-127.8941421508789,-129.8035888671875,-126.14845275878906,-127.97482299804688,-128.9230499267578,-133.52099609375,-132.00611877441406,-133.23007202148438,-135.2492218017578
224,yes,-145.90760803222656,-153.2295684814453,-180.65513610839844,-188.1169891357422,-185.6206512451172,-160.9130859375,-151.43685913085938,-158.41856384277344,-133.90606689453125,-119.22724151611328,-88.6844482421875,-75.20848083496094,-72.94172668457031,-76.80028533935547,-88.98357391357422,-90.0566177368164,-65.1833267211914,-73.81173706054688,-74.46829223632812,-73.96698760986328,-76.78889465332031,-84.4833755493164,-100.99788665771484,-131.7937774658203,-150.93392944335938
225,up,-130.54669189453125,-128.8856658935547,-129.69737243652344,-130.3009796142578,-128.93093872070312,-130.01962280273438,-128.35935974121094,-122.09442901611328,-130.348876953125,-130.9310760498047,-124.05939483642578,-107.06957244873047,-80.56702423095703,-77.31759643554688,-89.07257080078125,-114.85487365722656,-124.11843872070312,-128.2791290283203,-119.77549743652344,-122.97399139404297,-128.8615264892578,-130.18788146972656,-130.1691436767578,-137.8647003173828,-276.31024169921875
226,stop,-153.96658325195312,-110.90142059326172,-96.4179458618164,-154.68777465820312,-154.33372497558594,-153.9186248779297,-151.0010986328125,-152.30075073242188,-153.1713104248047,-145.21853637695312,-82.741455078125,-61.63016128540039,-86.26395416259766,-75.26244354248047,-45.38776397705078,-48.910552978515625,-71.51091003417969,-93.33060455322266,-106.91574096679688,-116.38273620605469,-117.02584838867188,-161.1369171142578,-155.9310760498047,-154.00721740722656,-152.23902893066406
227,right,-117.67848205566406,-116.19586944580078,-102.97463989257812,-99.7414779663086,-77.36994934082031,-57.51142501831055,-53.49701690673828,-50.97211456298828,-61.090476989746094,-60.72105026245117,-61.79267120361328,-73.15435028076172,-116.68907928466797,-116.61518096923828,-76.94190216064453,-97.84505462646484,-111.48005676269531,-114.14437103271484,-114.00899505615234,-113.8762435913086,-116.52777099609375,-106.96003723144531,-117.68925476074219,-118.25288391113281,-118.59638214111328
228,no,-95.64539337158203,-83.77281951904297,-82.82718658447266,-85.69210815429688,-84.864990234375,-87.62521362304688,-80.58422088623047,-78.09547424316406,-79.5162582397461,-78.9134521484375,-77.42117309570312,-78.66885375976562,-82.1012191772461,-86.34329986572266,-84.96843719482422,-84.34053039550781,-86.96002197265625,-87.88905334472656,-88.43831634521484,-85.89344024658203,-88.42884826660156,-86.75485229492188,-85.84583282470703,-88.53472137451172,-89.4580078125
229,right,-115.8285903930664,-114.66155242919922,-114.65737915039062,-115.08403778076172,-114.33099365234375,-114.21351623535156,-112.23043060302734,-108.218994140625,-105.00753021240234,-93.8749008178711,-83.3680648803711,-82.25020599365234,-84.03435516357422,-85.58760833740234,-87.79283142089844,-96.64265441894531,-108.0657730102539,-106.20758819580078,-113.6418685913086,-115.05957794189453,-108.22300720214844,-115.18126678466797,-113.93089294433594,-113.45530700683594,-116.00664520263672
230,down,-123.48734283447266,-131.77374267578125,-128.5994873046875,-130.60946655273438,-132.4202117919922,-138.94459533691406,-134.58192443847656,-138.24114990234375,-138.9486083984375,-139.2857208251953,-137.6079864501953,-137.91554260253906,-139.7981719970703,-104.44841766357422,-64.67707061767578,-58.40873336791992,-62.5788688659668,-76.26840209960938,-75.79765319824219,-82.33904266357422,-84.74651336669922,-90.64144897460938,-94.61949157714844,-91.2934341430664,-114.28104400634766
231,right,-89.07268524169922,-91.26958465576172,-90.26451110839844,-91.74424743652344,-91.32774353027344,-91.7856216430664,-91.33129119873047,-90.9307861328125,-90.69924926757812,-88.94129180908203,-88.22399139404297,-90.05752563476562,-90.43724822998047,-90.36119079589844,-90.70944213867188,-92.80339050292969,-78.97171020507812,-64.66818237304688,-53.145973205566406,-60.870582580566406,-73.42459869384766,-82.49353790283203,-87.18511199951172,-91.77857208251953,-93.18333435058594
232,yes,-74.4234848022461,-54.549034118652344,-61.380348205566406,-73.68817901611328,-84.7154312133789,-92.21391296386719,-97.02898406982422,-96.38127136230469,-95.7110824584961,-74.36608123779297,-41.0713996887207,-21.088735580444336,-20.18008041381836,-25.034074783325195,-27.734113693237305,-39.35170364379883,-50.652740478515625,-59.54994201660156,-52.80970001220703,-46.82380294799805,-53.42820739746094,-55.22085952758789,-60.02790832519531,-64.91128540039062,-70.37923431396484
233,stop,-127.44766998291016,-128.38897705078125,-115.36885833740234,-55.723087310791016,-42.51333236694336,-44.08872985839844,-52.1720085144043,-75.54460906982422,-70.57330322265625,-31.572153091430664,-47.104671478271484,-46.66797637939453,-93.0051498413086,-114.5766372680664,-94.03324890136719,-76.17443084716797,-79.45594787597656,-93.58756256103516,-107.86605834960938,-111.8307876586914,-113.454345703125,-115.71408081054688,-116.05294799804688,-116.61894226074219,-117.79878234863281
234,stop,-37.33211898803711,-38.95592498779297,-40.3400764465332,-37.72524642944336,-40.08578109741211,-41.814659118652344,-39.57338333129883,-40.387535095214844,-38.780670166015625,-38.14437484741211,-34.694583892822266,-30.35674285888672,-38.96205520629883,-29.03818702697754,-31.66675567626953,-30.86970329284668,-33.71979904174805,-35.27143096923828,-37.48126983642578,-40.6741943359375,-38.34224319458008,-39.29146194458008,-38.02216720581055,-38.652530670166016,-40.145530700683594
235,yes,-142.0747833251953,-130.0609130859375,-122.40862274169922,-100.51434326171875,-50.52820587158203,-36.20338821411133,-39.20655059814453,-48.398468017578125,-53.238433837890625,-52.61199188232422,-35.370460510253906,-35.146873474121094,-39.970359802246094,-58.442359924316406,-50.61653137207031,-64.41594696044922,-83.91802215576172,-91.00442504882812,-112.81797790527344,-123.45443725585938,-152.91751098632812,-130.86961364746094,-131.42742919921875,-132.19384765625,-133.2649383544922
236,left,-116.41060638427734,-123.57327270507812,-123.75926971435547,-125.16217803955078,-124.75782775878906,-126.94731903076172,-118.23287963867188,-125.74454498291016,-124.47437286376953,-107.80250549316406,-89.26329040527344,-69.09366607666016,-58.53783416748047,-71.75373077392578,-100.64537811279297,-91.2823486328125,-95.82020568847656,-122.69913482666016,-118.00265502929688,-97.44158935546875,-123.27545928955078,-125.41825866699219,-126.11567687988281,-125.46888732910156,-124.0862045288086
237,no,-103.67821502685547,-109.15980529785156,-108.95177459716797,-107.19003295898438,-107.71736145019531,-106.126220703125,-106.07073974609375,-105.93220520019531,-108.14451599121094,-107.1839828491211,-105.82198333740234,-107.38811492919922,-102.98188018798828,-103.35548400878906,-104.87682342529297,-69.43047332763672,-32.70476531982422,-23.184146881103516,-39.7204475402832,-41.28363037109375,-43.47343063354492,-59.50920104980469,-79.04580688476562,-98.0331039428711,-114.5937728881836
238,silence,-141.7281494140625,-140.8153533935547,-143.940185546875,-144.0207977294922,-144.42684936523438,-144.66763305664062,-144.5733184814453,-143.77508544921875,-145.01522827148438,-141.9211883544922,-143.58740234375,-142.8404083251953,-141.2216796875,-142.92161560058594,-141.57049560546875,-141.718017578125,-141.39710998535156,-143.2570037841797,-142.4737548828125,-142.99655151367188,-143.68775939941406,-142.8498077392578,-142.89353942871094,-142.81422424316406,-143.62986755371094
239,right,-92.27861022949219,-99.12187194824219,-98.51773071289062,-83.87561798095703,-29.214990615844727,-21.95515251159668,-9.417176246643066,-14.570690155029297,-29.35594940185547,-43.922176361083984,-75.33769989013672,-109.21344757080078,-113.90956115722656,-24.184755325317383,-29.119871139526367,-89.4705810546875,-99.12980651855469,-94.97159576416016,-98.20101165771484,-91.45208740234375,-100.30902099609375,-90.08102416992188,-102.0779800415039,-105.25406646728516,-106.66647338867188
240,yes,-111.19256591796875,-112.42845916748047,-115.21952819824219,-103.89647674560547,-110.66281127929688,-81.48448181152344,-55.5275764465332,-32.45762252807617,-19.720163345336914,-24.91219711303711,-31.70344352722168,-20.959430694580078,-12.705449104309082,-10.852619171142578,-14.32860279083252,-17.081199645996094,-23.95688819885254,-28.025259017944336,-36.71443176269531,-50.4817008972168,-65.37671661376953,-76.31388854980469,-78.19987487792969,-85.35626220703125,-88.64045715332031
241,left,-123.46002197265625,-133.48553466796875,-137.08572387695312,-132.2220916748047,-133.297119140625,-101.263427734375,-79.0821762084961,-61.544677734375,-48.459346771240234,-57.22885513305664,-66.25261688232422,-66.87858581542969,-88.82891845703125,-94.35354614257812,-120.75008392333984,-131.88760375976562,-70.66085815429688,-71.43266296386719,-97.58797454833984,-114.4710464477539,-130.54396057128906,-132.76524353027344,-134.42922973632812,-134.40631103515625,-131.86863708496094
242,left,-106.61976623535156,-97.39276885986328,-108.96317291259766,-107.79490661621094,-107.80204772949219,-100.32029724121094,-103.64128112792969,-96.9901351928711,-77.11162567138672,-71.83443450927734,-54.93849182128906,-57.057193756103516,-65.75147247314453,-75.49356842041016,-55.342063903808594,-105.97079467773438,-65.26490783691406,-70.85282135009766,-95.60807800292969,-102.96813201904297,-106.92444610595703,-108.95819091796875,-108.01519775390625,-106.53868865966797,-108.17064666748047
243,no,-90.04694366455078,-90.0059585571289,-91.36386108398438,-90.48474884033203,-92.08114624023438,-92.38021087646484,-91.55689239501953,-91.92576599121094,-89.56006622314453,-88.33879852294922,-88.16880798339844,-71.24435424804688,-63.32146072387695,-62.76808166503906,-70.34114837646484,-76.6941146850586,-84.27528381347656,-87.99175262451172,-88.64259338378906,-89.88778686523438,-92.15928649902344,-90.70196533203125,-90.75379943847656,-90.27031707763672,-90.46570587158203
244,down,-123.06597137451172,-122.94398498535156,-125.91477966308594,-126.65310668945312,-126.09547424316406,-123.35184478759766,-124.39490509033203,-126.36673736572266,-71.11775970458984,-73.04804992675781,-71.10555267333984,-81.25187683105469,-87.48787689208984,-95.17675018310547,-95.70331573486328,-100.1109848022461,-106.59518432617188,-112.41487884521484,-114.17972564697266,-119.15715026855469,-123.53390502929688,-120.37670135498047,-121.41600036621094,-125.2428207397461,-127.4311752319336
